                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                0.60566,                  0.417,                0.89322,                0.96086,                0.99267,                0.98206,                0.82233,                0.73209,                0.44625,                0.82868,             0.00084897,             0.00084897,             0.00084897
                     85,                0.59967,                 0.4049,                0.88635,                 0.9594,                0.98382,                0.97662,                0.83285,                0.67836,                0.43078,                0.82717,              0.0008419,              0.0008419,              0.0008419
                     86,                0.60418,                0.39865,                0.89204,                0.93078,                0.98488,                0.98406,                0.84432,                0.65478,                0.41267,                0.82523,             0.00083482,             0.00083482,             0.00083482
                     87,                 0.5922,                0.39632,                0.88537,                0.95349,                0.97864,                0.98029,                0.82777,                0.59683,                0.42486,                 0.8487,             0.00082775,             0.00082775,             0.00082775
                     88,                0.58517,                0.41326,                0.89329,                0.91517,                0.97494,                0.97827,                 0.8305,                0.67702,                0.46074,                0.83748,             0.00082067,             0.00082067,             0.00082067
                     89,                 0.6096,                0.40775,                0.88745,                0.94603,                0.92713,                0.94174,                0.82767,                0.61425,                0.46192,                0.84756,              0.0008136,              0.0008136,              0.0008136
                     90,                0.60716,                0.40632,                0.88679,                0.93086,                0.93952,                0.93179,                 0.7821,                0.69508,                0.49545,                0.85575,             0.00080653,             0.00080653,             0.00080653
                     91,                0.64779,                0.41262,                 0.9004,                0.94094,                0.90831,                0.93141,                0.81256,                0.65955,                0.49974,                0.85429,             0.00079945,             0.00079945,             0.00079945
                     92,                0.61112,                0.41089,                  0.897,                0.94542,                0.92862,                0.94407,                0.81594,                0.62401,                0.46001,                0.82873,             0.00079238,             0.00079238,             0.00079238
                     93,                0.58747,                0.39376,                0.89387,                0.92055,                0.98231,                0.97874,                0.84609,                0.61843,                0.44863,                0.83551,             0.00078531,             0.00078531,             0.00078531
                     94,                0.61388,                0.41728,                0.89904,                 0.9541,                0.93628,                0.95951,                0.81069,                0.66631,                0.45448,                0.84678,             0.00077823,             0.00077823,             0.00077823
                     95,                0.57218,                0.39661,                 0.8879,                0.94721,                0.93788,                0.96882,                0.80346,                0.65647,                0.48582,                0.85777,             0.00077116,             0.00077116,             0.00077116
                     96,                0.58778,                0.39549,                0.88677,                 0.9405,                0.99363,                 0.9741,                0.81557,                 0.6102,                0.44078,                0.85753,             0.00076409,             0.00076409,             0.00076409
                     97,                0.59025,                0.39579,                0.89655,                0.91077,                      1,                0.96906,                0.81528,                0.64796,                0.45499,                0.83467,             0.00075701,             0.00075701,             0.00075701
                     98,                0.58747,                0.38615,                0.88249,                0.89079,                0.99134,                0.96975,                0.79602,                0.67664,                0.46559,                0.85803,             0.00074994,             0.00074994,             0.00074994
                     99,                0.58316,                0.40082,                0.88723,                0.93484,                  0.991,                 0.9759,                0.84415,                0.61783,                0.44974,                 0.8561,             0.00074287,             0.00074287,             0.00074287
                    100,                0.60114,                0.40434,                0.90024,                0.80777,                0.91109,                0.95488,                0.83645,                0.61737,                0.55365,                0.85868,             0.00073579,             0.00073579,             0.00073579
                    101,                0.61327,                0.40284,                0.89285,                0.90116,                0.93155,                0.97428,                0.81104,                0.61981,                0.45379,                0.83479,             0.00072872,             0.00072872,             0.00072872
                    102,                 0.5622,                0.39173,                0.88234,                0.90656,                0.90453,                0.95466,                 0.8168,                0.62325,                  0.445,                0.82619,             0.00072164,             0.00072164,             0.00072164
                    103,                0.58737,                0.38469,                0.88834,                0.94211,                 0.9778,                0.97166,                0.77437,                0.81812,                0.48633,                0.85118,             0.00071457,             0.00071457,             0.00071457
                    104,                0.57301,                0.38244,                0.88215,                0.95142,                0.99567,                0.97221,                0.80192,                0.76487,                0.45355,                0.85631,              0.0007075,              0.0007075,              0.0007075
                    105,                0.53244,                0.36377,                0.87906,                0.95923,                0.97992,                0.98154,                 0.8328,                0.66753,                0.41179,                0.82699,             0.00070042,             0.00070042,             0.00070042
                    106,                0.57585,                0.37967,                0.88339,                0.95045,                0.99567,                0.98075,                0.84482,                0.66788,                0.42131,                0.83322,             0.00069335,             0.00069335,             0.00069335
                    107,                0.55878,                0.37349,                0.88035,                 0.9431,                0.99106,                0.98239,                0.82973,                0.65606,                0.43027,                0.86135,             0.00068628,             0.00068628,             0.00068628
                    108,                 0.5606,                0.38112,                0.88123,                0.95523,                0.95878,                0.98243,                0.84686,                0.68184,                0.46504,                0.82596,              0.0006792,              0.0006792,              0.0006792
                    109,                0.58963,                0.38849,                0.88889,                0.94442,                0.97403,                0.98113,                0.83274,                0.62564,                0.44321,                0.83039,             0.00067213,             0.00067213,             0.00067213
                    110,                0.53532,                0.37784,                0.87694,                0.95208,                0.97013,                0.98229,                0.83757,                0.62182,                  0.426,                0.82856,             0.00066506,             0.00066506,             0.00066506
                    111,                0.55219,                0.37461,                0.88225,                0.94198,                0.97328,                0.98033,                0.86552,                0.62962,                0.43006,                 0.8391,             0.00065798,             0.00065798,             0.00065798
                    112,                0.54731,                0.37164,                0.88243,                0.92602,                0.96813,                0.97706,                0.86184,                0.62063,                0.42082,                0.83876,             0.00065091,             0.00065091,             0.00065091
                    113,                0.53383,                0.36585,                0.87721,                0.95204,                0.99134,                0.97674,                0.85066,                 0.6395,                 0.4248,                0.84994,             0.00064384,             0.00064384,             0.00064384
                    114,                0.57227,                0.37702,                0.88487,                0.95109,                0.98645,                 0.9799,                 0.8363,                0.66421,                0.43506,                0.85081,             0.00063676,             0.00063676,             0.00063676
                    115,                0.54193,                0.37619,                0.87906,                0.96054,                0.98521,                0.98291,                0.83871,                0.62205,                0.42585,                0.83944,             0.00062969,             0.00062969,             0.00062969
                    116,                0.54132,                0.36641,                0.88461,                 0.9573,                 0.9878,                0.97327,                0.82779,                0.70277,                0.43861,                0.84255,             0.00062262,             0.00062262,             0.00062262
                    117,                 0.5654,                0.37751,                0.87918,                0.93001,                0.99182,                0.97383,                0.81893,                0.64768,                0.41832,                0.84644,             0.00061554,             0.00061554,             0.00061554
                    118,                 0.5456,                0.36746,                0.88424,                0.95157,                0.98617,                0.97119,                  0.843,                0.61864,                0.41571,                 0.8251,             0.00060847,             0.00060847,             0.00060847
                    119,                  0.548,                0.36274,                 0.8738,                0.95886,                0.97426,                0.97586,                 0.8278,                0.62938,                0.42722,                0.82821,             0.00060139,             0.00060139,             0.00060139
                    120,                0.53425,                0.36712,                0.87556,                0.94227,                 0.9867,                0.97535,                0.84536,                0.61627,                 0.4183,                0.83164,             0.00059432,             0.00059432,             0.00059432
                    121,                0.51892,                 0.3579,                0.87923,                0.95341,                0.98279,                 0.9809,                 0.8513,                0.59473,                0.39781,                0.81777,             0.00058725,             0.00058725,             0.00058725
                    122,                0.52338,                0.35663,                0.87217,                0.95562,                0.98404,                0.97465,                0.82792,                0.63641,                0.40551,                0.81864,             0.00058017,             0.00058017,             0.00058017
                    123,                0.51794,                0.35488,                0.87452,                0.95802,                 0.9877,                0.97356,                0.82933,                 0.6528,                0.40825,                0.82985,              0.0005731,              0.0005731,              0.0005731
                    124,                0.58614,                0.37544,                0.87607,                0.94794,                0.99171,                0.97003,                 0.8482,                0.58157,                0.40803,                0.82568,             0.00056603,             0.00056603,             0.00056603
                    125,                0.52422,                0.35582,                0.87461,                0.95315,                  0.976,                0.96652,                0.82037,                0.63669,                0.40998,                0.82934,             0.00055895,             0.00055895,             0.00055895
                    126,                 0.5247,                0.35096,                0.87135,                0.94617,                0.92427,                 0.9629,                0.83122,                0.59234,                0.40221,                0.82481,             0.00055188,             0.00055188,             0.00055188
                    127,                0.52627,                0.35754,                  0.872,                0.95014,                0.97407,                0.97631,                0.80277,                0.64808,                0.41888,                0.84864,             0.00054481,             0.00054481,             0.00054481
                    128,                0.51913,                0.34497,                0.87322,                0.94789,                0.92124,                0.94484,                0.81888,                0.59545,                0.42062,                0.82978,             0.00053773,             0.00053773,             0.00053773
                    129,                 0.5041,                0.34616,                0.86926,                0.94489,                 0.9951,                0.97665,                 0.8444,                0.59584,                0.39539,                0.83248,             0.00053066,             0.00053066,             0.00053066
                    130,                0.52202,                0.34839,                0.87091,                0.95659,                0.97675,                0.97795,                0.83841,                0.60652,                 0.3955,                0.83038,             0.00052359,             0.00052359,             0.00052359
                    131,                0.51873,                0.34271,                0.88129,                0.95041,                0.99808,                0.97642,                0.85061,                0.59795,                0.39638,                0.84358,             0.00051651,             0.00051651,             0.00051651
                    132,                0.50342,                0.33645,                0.86873,                0.94904,                0.99063,                0.97305,                  0.864,                0.58698,                0.39707,                0.83254,             0.00050944,             0.00050944,             0.00050944
                    133,                0.49106,                0.32781,                0.86653,                0.95298,                0.98885,                0.97469,                0.85902,                0.57716,                0.40262,                0.82942,             0.00050236,             0.00050236,             0.00050236
                    134,                0.50128,                0.33658,                0.87399,                0.95553,                0.98105,                0.97685,                0.85425,                0.57963,                0.39329,                0.82411,             0.00049529,             0.00049529,             0.00049529
                    135,                0.49487,                0.33494,                0.86653,                0.95773,                 0.9742,                 0.9786,                0.84221,                0.57544,                0.38786,                0.82541,             0.00048822,             0.00048822,             0.00048822
                    136,                0.48447,                0.32961,                0.86683,                0.96094,                0.98626,                0.97868,                0.86666,                 0.5815,                0.38277,                0.83582,             0.00048114,             0.00048114,             0.00048114
                    137,                0.47769,                 0.3275,                0.86146,                0.95879,                0.98019,                0.97651,                0.86286,                0.59601,                0.38106,                 0.8395,             0.00047407,             0.00047407,             0.00047407
                    138,                0.51942,                0.34452,                0.87626,                0.94481,                0.99036,                 0.9697,                0.85509,                0.59359,                0.38797,                0.83098,               0.000467,               0.000467,               0.000467
                    139,                0.47253,                0.32421,                0.86138,                0.93365,                0.98887,                0.97225,                0.84393,                0.61829,                0.41009,                 0.8389,             0.00045992,             0.00045992,             0.00045992
                    140,                 0.4805,                0.32217,                 0.8676,                0.94513,                0.98656,                0.96912,                0.83812,                0.68644,                0.42469,                0.84595,             0.00045285,             0.00045285,             0.00045285
                    141,                0.50073,                 0.3387,                0.87276,                0.95681,                0.98141,                0.96319,                0.85664,                0.63337,                0.41276,                0.83595,             0.00044578,             0.00044578,             0.00044578
                    142,                0.49779,                 0.3307,                0.87083,                0.96291,                0.97403,                0.96738,                 0.8496,                0.56962,                0.39405,                0.82207,              0.0004387,              0.0004387,              0.0004387
                    143,                0.47917,                0.31962,                0.86366,                 0.9588,                0.98183,                0.96738,                0.86702,                0.58484,                0.39872,                0.80832,             0.00043163,             0.00043163,             0.00043163
                    144,                0.47336,                0.31929,                0.86648,                0.95823,                0.98194,                0.97051,                0.84141,                0.60365,                0.39546,                0.81823,             0.00042456,             0.00042456,             0.00042456
                    145,                0.47305,                0.31879,                0.86673,                0.95046,                0.98829,                0.97768,                 0.8583,                0.65889,                 0.4174,                0.82427,             0.00041748,             0.00041748,             0.00041748
                    146,                0.45649,                0.31899,                0.86352,                0.95349,                0.99567,                0.97742,                0.86955,                0.58571,                0.38768,                0.82918,             0.00041041,             0.00041041,             0.00041041
                    147,                0.47431,                0.32622,                0.86734,                0.95269,                0.98112,                0.98073,                0.85359,                0.65581,                0.39789,                0.82879,             0.00040334,             0.00040334,             0.00040334
                    148,                0.46711,                0.32902,                0.86567,                0.95945,                0.98384,                0.97793,                0.86608,                0.59637,                0.38624,                0.83222,             0.00039626,             0.00039626,             0.00039626
                    149,                0.47683,                0.31852,                0.87307,                0.94873,                0.99877,                0.97004,                0.85021,                0.64416,                0.39929,                 0.8256,             0.00038919,             0.00038919,             0.00038919
                    150,                0.47802,                0.32034,                0.87091,                0.95512,                0.97782,                0.97969,                0.86247,                0.65788,                 0.4151,                0.82611,             0.00038211,             0.00038211,             0.00038211
                    151,                0.46817,                0.32414,                0.86607,                0.95342,                0.98268,                0.97913,                0.86731,                0.59321,                0.38988,                0.83213,             0.00037504,             0.00037504,             0.00037504
                    152,                0.47524,                0.32527,                 0.8606,                 0.9521,                0.98931,                0.98012,                0.88247,                0.57814,                0.37694,                0.82402,             0.00036797,             0.00036797,             0.00036797
                    153,                0.47097,                0.32203,                0.86839,                0.95819,                0.97489,                0.98171,                0.88037,                0.60012,                0.37803,                0.82617,             0.00036089,             0.00036089,             0.00036089
                    154,                0.46461,                0.31387,                0.86367,                0.95996,                0.98701,                0.98253,                0.86564,                0.57697,                0.36921,                0.83452,             0.00035382,             0.00035382,             0.00035382
                    155,                0.46394,                0.31511,                 0.8648,                0.95409,                0.98712,                0.98021,                0.86168,                0.57983,                0.37124,                0.83233,             0.00034675,             0.00034675,             0.00034675
                    156,                0.44063,                0.30315,                0.86192,                0.95967,                0.98156,                0.98132,                0.86904,                 0.5686,                0.38302,                0.82416,             0.00033967,             0.00033967,             0.00033967
                    157,                 0.4377,                0.30242,                0.86184,                0.95895,                0.97927,                0.98002,                 0.8757,                0.60686,                0.38547,                0.83273,              0.0003326,              0.0003326,              0.0003326
                    158,                0.46534,                0.30548,                0.86183,                0.95997,                0.98004,                0.97718,                0.87075,                0.57611,                0.38345,                 0.8341,             0.00032553,             0.00032553,             0.00032553
                    159,                0.45742,                 0.3059,                0.86571,                0.96208,                0.97914,                0.97316,                0.86065,                0.58097,                0.38373,                0.83916,             0.00031845,             0.00031845,             0.00031845
