                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.53092,                0.34671,                0.87761,                0.95616,                0.99339,                0.97729,                0.85912,                0.53664,                0.40608,                0.80743,             0.00099044,             0.00099044,             0.00099044
                    158,                 0.5396,                0.34625,                 0.8895,                0.94928,                0.96407,                0.98229,                0.83085,                0.64045,                0.43284,                0.80578,             0.00098761,             0.00098761,             0.00098761
                    159,                0.54431,                0.34248,                0.88465,                0.95816,                0.98268,                0.98357,                0.86783,                0.53904,                0.41452,                0.79682,             0.00098478,             0.00098478,             0.00098478
                    160,                0.53622,                0.35979,                0.87139,                0.95629,                0.98636,                0.98069,                0.87018,                0.53422,                0.39831,                0.79711,             0.00098195,             0.00098195,             0.00098195
                    161,                0.52993,                0.35134,                0.87302,                0.96489,                0.98403,                 0.9806,                0.86269,                0.58198,                0.41831,                0.80137,             0.00097912,             0.00097912,             0.00097912
                    162,                0.53141,                0.35103,                0.88044,                0.94982,                 0.9707,                0.98064,                0.85075,                0.58602,                0.46696,                0.80317,             0.00097629,             0.00097629,             0.00097629
                    163,                0.54635,                0.37098,                0.88433,                0.95929,                0.98055,                0.97541,                  0.865,                0.53712,                0.43978,                0.79426,             0.00097346,             0.00097346,             0.00097346
                    164,                0.53133,                0.34488,                0.87427,                0.96137,                0.97835,                0.97562,                0.86831,                0.55231,                0.45349,                0.79906,             0.00097063,             0.00097063,             0.00097063
                    165,                0.51879,                0.34226,                0.86915,                0.94715,                0.96594,                0.97738,                0.86547,                0.53805,                0.44202,                 0.7899,              0.0009678,              0.0009678,              0.0009678
                    166,                0.51639,                0.34899,                0.87295,                0.95649,                0.98701,                  0.968,                0.86767,                0.56902,                 0.4507,                 0.8095,             0.00096498,             0.00096498,             0.00096498
                    167,                0.55379,                0.36522,                0.88936,                0.95668,                 0.9832,                0.97961,                0.86329,                0.61202,                0.44646,                0.82752,             0.00096215,             0.00096215,             0.00096215
                    168,                0.54542,                0.36461,                0.88134,                 0.9492,                0.98407,                 0.9778,                0.88424,                 0.5563,                0.44306,                0.81394,             0.00095932,             0.00095932,             0.00095932
                    169,                0.53134,                0.34545,                 0.8782,                0.95021,                0.99129,                 0.9748,                0.87896,                0.52265,                0.43733,                0.80076,             0.00095649,             0.00095649,             0.00095649
                    170,                 0.5308,                0.35237,                0.87888,                0.93636,                0.99042,                0.97541,                0.84851,                0.57161,                0.50554,                0.80516,             0.00095366,             0.00095366,             0.00095366
                    171,                0.53745,                0.35839,                0.88554,                0.95748,                0.98469,                0.97267,                0.85667,                0.54126,                0.45393,                0.80514,             0.00095083,             0.00095083,             0.00095083
                    172,                0.50111,                0.33667,                 0.8771,                 0.9501,                0.97669,                0.97878,                0.86106,                0.53129,                0.42827,                0.79655,               0.000948,               0.000948,               0.000948
                    173,                0.51431,                0.33477,                0.88023,                0.95198,                0.97252,                0.97124,                0.87174,                0.53368,                0.41634,                0.79749,             0.00094517,             0.00094517,             0.00094517
                    174,                 0.5025,                0.33689,                0.87703,                 0.9576,                0.97438,                0.97734,                0.87508,                0.54442,                 0.4354,                0.81078,             0.00094234,             0.00094234,             0.00094234
                    175,                0.53351,                0.35001,                0.88078,                0.95687,                0.98512,                 0.9763,                0.86207,                0.55878,                0.45625,                0.80726,             0.00093951,             0.00093951,             0.00093951
                    176,                0.54961,                0.36008,                0.88304,                0.95586,                 0.9668,                0.97847,                0.86354,                0.54021,                0.43396,                0.80393,             0.00093668,             0.00093668,             0.00093668
                    177,                0.50745,                0.33934,                0.87224,                0.95095,                0.97913,                0.97444,                0.86548,                0.56539,                0.42615,                0.80193,             0.00093385,             0.00093385,             0.00093385
                    178,                0.52771,                0.34473,                0.87781,                0.95734,                0.97625,                0.97805,                0.86155,                0.55472,                0.41082,                0.79755,             0.00093102,             0.00093102,             0.00093102
                    179,                0.53955,                0.34682,                0.87882,                0.95441,                0.96531,                0.97411,                0.85359,                0.60078,                 0.4311,                 0.8099,             0.00092819,             0.00092819,             0.00092819
                    180,                0.53509,                0.35059,                0.89163,                0.93688,                0.99416,                0.97205,                0.84251,                0.56582,                0.43179,                0.79856,             0.00092536,             0.00092536,             0.00092536
                    181,                0.51166,                0.33867,                0.86943,                0.94863,                0.97883,                0.96863,                0.85414,                0.55099,                0.44519,                0.80102,             0.00092253,             0.00092253,             0.00092253
                    182,                0.53507,                0.35289,                0.88992,                0.95146,                0.96736,                0.96883,                0.85593,                0.59089,                0.42957,                0.80046,              0.0009197,              0.0009197,              0.0009197
                    183,                0.53834,                0.35414,                0.87973,                0.94095,                0.98572,                0.96565,                0.85323,                0.56366,                0.45263,                0.80689,             0.00091687,             0.00091687,             0.00091687
                    184,                0.51949,                0.33864,                0.88321,                 0.9505,                0.97107,                 0.9746,                0.85352,                 0.5464,                0.45248,                0.79805,             0.00091405,             0.00091405,             0.00091405
                    185,                0.51222,                  0.337,                 0.8748,                 0.9408,                0.95504,                0.97428,                 0.8756,                0.52693,                0.47015,                0.78845,             0.00091122,             0.00091122,             0.00091122
                    186,                0.50249,                 0.3409,                0.86879,                0.95232,                0.96273,                0.97497,                0.88257,                0.51149,                0.44061,                0.79152,             0.00090839,             0.00090839,             0.00090839
                    187,                0.53645,                0.34031,                0.87598,                0.95725,                 0.9651,                0.97383,                 0.8732,                0.52349,                0.44957,                0.79492,             0.00090556,             0.00090556,             0.00090556
                    188,                0.54702,                0.36901,                0.88409,                0.95286,                0.96764,                0.96797,                0.87277,                 0.5107,                0.43793,                0.80065,             0.00090273,             0.00090273,             0.00090273
                    189,                0.50452,                0.33119,                0.86884,                0.93512,                0.97619,                0.97705,                0.85803,                0.55094,                0.43685,                 0.8112,              0.0008999,              0.0008999,              0.0008999
                    190,                0.48957,                0.32989,                0.86876,                0.94893,                0.98709,                 0.9757,                0.85217,                0.54558,                0.43639,                0.81136,             0.00089707,             0.00089707,             0.00089707
                    191,                0.49557,                0.33753,                0.87586,                   0.95,                0.98249,                0.97232,                0.85612,                0.55409,                0.44197,                0.81037,             0.00089424,             0.00089424,             0.00089424
                    192,                0.52607,                0.34317,                0.87429,                0.95354,                0.97711,                0.97053,                0.87481,                0.52131,                 0.4331,                0.79707,             0.00089141,             0.00089141,             0.00089141
                    193,                0.52074,                0.34596,                0.86794,                 0.9601,                0.97313,                0.97446,                0.85591,                0.61264,                0.47016,                0.81478,             0.00088858,             0.00088858,             0.00088858
                    194,                 0.5006,                0.33858,                0.87689,                0.95932,                0.97645,                0.97361,                0.83907,                0.57913,                0.46314,                0.80917,             0.00088575,             0.00088575,             0.00088575
                    195,                0.48905,                0.33583,                0.87253,                0.93643,                0.97614,                0.97037,                0.85469,                0.56074,                0.44321,                0.80244,             0.00088292,             0.00088292,             0.00088292
                    196,                0.50317,                0.32627,                0.86856,                0.94088,                0.98648,                0.97652,                0.86294,                0.52658,                0.41433,                 0.8031,             0.00088009,             0.00088009,             0.00088009
                    197,                0.47698,                0.32304,                0.86373,                0.93083,                0.98282,                 0.9755,                0.86404,                0.56894,                0.43343,                 0.8065,             0.00087726,             0.00087726,             0.00087726
                    198,                0.47581,                0.32234,                0.87049,                0.94766,                 0.9702,                0.97967,                0.86385,                0.57168,                  0.441,                0.80752,             0.00087443,             0.00087443,             0.00087443
                    199,                0.48715,                0.31598,                0.86743,                0.94889,                0.97459,                0.97518,                0.86468,                0.56487,                0.42186,                0.80225,              0.0008716,              0.0008716,              0.0008716
                    200,                0.50011,                0.32618,                0.87842,                0.93806,                0.96092,                 0.9736,                0.86373,                0.58875,                0.44658,                0.79872,             0.00086877,             0.00086877,             0.00086877
                    201,                0.48476,                0.32381,                0.86935,                0.93416,                0.94586,                0.97042,                0.85476,                0.55367,                0.48452,                0.79833,             0.00086595,             0.00086595,             0.00086595
                    202,                0.48543,                0.33307,                0.86936,                0.95824,                0.98147,                0.97495,                0.87481,                0.54968,                0.42309,                 0.8018,             0.00086312,             0.00086312,             0.00086312
                    203,                0.47538,                0.33387,                0.87391,                 0.9529,                0.97996,                0.97966,                0.87795,                0.53247,                0.41712,                0.79867,             0.00086029,             0.00086029,             0.00086029
                    204,                0.47566,                0.32627,                0.86553,                0.95208,                0.98617,                0.97991,                0.87079,                0.58266,                0.43785,                0.80764,             0.00085746,             0.00085746,             0.00085746
                    205,                0.46658,                0.32098,                0.85776,                0.94051,                0.98174,                0.97897,                0.87195,                0.53719,                0.44986,                0.80379,             0.00085463,             0.00085463,             0.00085463
                    206,                  0.478,                0.31946,                0.87241,                0.95614,                0.97498,                0.97419,                0.85928,                0.53256,                0.44709,                0.79565,              0.0008518,              0.0008518,              0.0008518
                    207,                0.47623,                0.31427,                0.86689,                 0.9294,                 0.9608,                0.96972,                0.85202,                 0.5602,                0.45625,                0.79532,             0.00084897,             0.00084897,             0.00084897
                    208,                0.49128,                0.33179,                0.87684,                0.95515,                0.97167,                0.97241,                0.87167,                 0.5424,                   0.44,                0.79888,             0.00084614,             0.00084614,             0.00084614
                    209,                0.48436,                0.32298,                0.87172,                0.95659,                0.96914,                0.97105,                0.86095,                0.54208,                 0.4624,                0.80583,             0.00084331,             0.00084331,             0.00084331
                    210,                0.45656,                0.30961,                0.85507,                0.95546,                0.97655,                0.97544,                0.86049,                0.54612,                0.43943,                0.80522,             0.00084048,             0.00084048,             0.00084048
                    211,                0.48383,                0.32857,                 0.8764,                0.95492,                0.96337,                 0.9764,                0.84575,                0.55671,                0.45092,                0.80384,             0.00083765,             0.00083765,             0.00083765
                    212,                0.46404,                0.31416,                0.86186,                0.94553,                0.97906,                0.97881,                 0.8651,                0.53931,                0.42252,                0.79667,             0.00083482,             0.00083482,             0.00083482
                    213,                0.47766,                0.32121,                0.86853,                0.95281,                0.97347,                0.97388,                0.88057,                0.55328,                0.44335,                0.79973,             0.00083199,             0.00083199,             0.00083199
                    214,                0.47433,                0.31456,                0.87293,                0.95915,                 0.9746,                0.97345,                 0.8842,                0.52719,                0.44025,                0.79813,             0.00082916,             0.00082916,             0.00082916
                    215,                0.48456,                0.31974,                0.87097,                0.94406,                 0.9769,                0.97502,                0.85509,                0.57631,                0.42469,                 0.8095,             0.00082633,             0.00082633,             0.00082633
                    216,                0.48778,                0.32565,                0.86677,                0.95839,                 0.9843,                0.98479,                0.88493,                0.52294,                0.41879,                0.80551,              0.0008235,              0.0008235,              0.0008235
                    217,                0.46534,                0.32035,                0.86046,                0.94453,                0.98128,                0.97848,                0.87711,                0.50769,                0.43794,                0.80315,             0.00082067,             0.00082067,             0.00082067
                    218,                0.47142,                 0.3189,                 0.8659,                0.93743,                0.98725,                0.97719,                0.86763,                0.54281,                0.43422,                 0.8011,             0.00081785,             0.00081785,             0.00081785
                    219,                0.47529,                0.31717,                0.86617,                0.95675,                0.97474,                0.98145,                0.87344,                0.53461,                0.44269,                0.80318,             0.00081502,             0.00081502,             0.00081502
                    220,                0.47681,                0.31827,                0.87024,                0.95956,                0.97376,                0.97859,                0.87111,                0.52744,                0.42723,                0.79987,             0.00081219,             0.00081219,             0.00081219
                    221,                0.46821,                0.31644,                0.86652,                0.96021,                0.97679,                0.97983,                0.86989,                0.53583,                0.44376,                0.80218,             0.00080936,             0.00080936,             0.00080936
                    222,                0.48006,                0.31572,                0.87648,                0.95403,                0.98414,                0.98106,                0.86239,                0.56919,                0.43532,                0.80472,             0.00080653,             0.00080653,             0.00080653
                    223,                0.46858,                0.31745,                0.86192,                0.95622,                 0.9997,                0.97918,                0.88194,                0.52334,                0.42452,                0.80148,              0.0008037,              0.0008037,              0.0008037
                    224,                0.48333,                0.32276,                0.87429,                0.96171,                0.97773,                0.97548,                0.86511,                0.54138,                0.43576,                0.80062,             0.00080087,             0.00080087,             0.00080087
                    225,                 0.4644,                0.31565,                0.85754,                0.95284,                0.96976,                0.97057,                0.86332,                0.52156,                0.45147,                0.79804,             0.00079804,             0.00079804,             0.00079804
                    226,                0.44612,                0.31233,                0.86955,                0.95205,                0.98104,                0.97463,                0.87231,                 0.5156,                 0.4304,                0.80073,             0.00079521,             0.00079521,             0.00079521
                    227,                0.47011,                0.30935,                0.86283,                0.95998,                0.97803,                0.97896,                 0.8698,                0.52323,                 0.4066,                0.80154,             0.00079238,             0.00079238,             0.00079238
                    228,                0.46234,                0.32023,                0.86422,                0.95656,                0.98235,                0.97877,                0.86224,                0.53056,                0.42266,                0.79892,             0.00078955,             0.00078955,             0.00078955
                    229,                0.45229,                0.30112,                0.86736,                0.95668,                0.97342,                0.97741,                0.86302,                0.54167,                0.43729,                0.80731,             0.00078672,             0.00078672,             0.00078672
                    230,                0.47034,                0.31715,                0.86624,                0.95083,                0.99134,                0.97439,                0.87292,                0.54894,                0.46361,                0.81737,             0.00078389,             0.00078389,             0.00078389
                    231,                0.45721,                0.30307,                0.86921,                0.95092,                0.99134,                0.97978,                  0.883,                0.51905,                0.45103,                0.80503,             0.00078106,             0.00078106,             0.00078106
                    232,                0.44333,                0.29703,                0.85933,                0.96117,                0.98381,                0.97979,                0.87417,                0.52621,                0.45271,                0.80222,             0.00077823,             0.00077823,             0.00077823
                    233,                0.45566,                0.30489,                0.86653,                0.95505,                0.98772,                0.98306,                0.86943,                0.51905,                0.40072,                0.80013,              0.0007754,              0.0007754,              0.0007754
                    234,                0.46604,                0.31438,                0.86306,                0.95961,                 0.9716,                0.97904,                 0.8898,                0.51194,                0.36776,                0.78648,             0.00077257,             0.00077257,             0.00077257
                    235,                0.45838,                0.30576,                0.86832,                0.95584,                0.96846,                0.97655,                0.87736,                0.54952,                  0.419,                0.79979,             0.00076975,             0.00076975,             0.00076975
                    236,                0.46048,                0.30522,                0.86552,                0.95563,                0.96218,                0.97522,                0.86037,                0.57292,                0.45579,                0.82221,             0.00076692,             0.00076692,             0.00076692
                    237,                0.45326,                0.30701,                0.85372,                0.95511,                0.97864,                0.97746,                0.86607,                0.55469,                0.45035,                0.81704,             0.00076409,             0.00076409,             0.00076409
                    238,                0.46907,                0.31013,                0.86371,                0.95162,                0.99005,                0.97154,                0.86624,                0.53298,                0.44206,                0.80412,             0.00076126,             0.00076126,             0.00076126
                    239,                 0.4485,                  0.304,                0.85614,                0.95782,                0.99044,                 0.9742,                0.86287,                0.52023,                0.45108,                0.80464,             0.00075843,             0.00075843,             0.00075843
                    240,                0.45665,                0.30689,                0.85924,                 0.9545,                0.99382,                0.98408,                0.87159,                 0.5689,                0.44869,                0.81098,              0.0007556,              0.0007556,              0.0007556
                    241,                0.46269,                0.30797,                0.86383,                0.94792,                0.99666,                0.98062,                0.87941,                0.52097,                0.41166,                0.80637,             0.00075277,             0.00075277,             0.00075277
                    242,                0.45845,                0.31414,                0.86409,                0.96247,                0.99134,                0.97594,                0.87089,                0.54594,                0.40981,                0.79824,             0.00074994,             0.00074994,             0.00074994
                    243,                0.45256,                0.30011,                0.85796,                 0.9568,                0.97386,                0.97551,                0.87047,                0.54378,                0.44155,                0.80379,             0.00074711,             0.00074711,             0.00074711
                    244,                0.44148,                0.29957,                0.86352,                0.95676,                0.97786,                0.98179,                0.87464,                0.54827,                0.42668,                0.80516,             0.00074428,             0.00074428,             0.00074428
                    245,                0.44811,                0.30635,                 0.8614,                0.96255,                0.97024,                0.97579,                0.85928,                 0.5408,                 0.4221,                0.80531,             0.00074145,             0.00074145,             0.00074145
                    246,                0.45257,                0.30342,                0.86511,                0.95817,                0.97625,                0.98104,                0.86877,                0.55329,                0.45745,                0.80478,             0.00073862,             0.00073862,             0.00073862
                    247,                 0.4471,                0.30486,                0.85867,                0.95543,                0.98268,                0.97853,                0.87345,                0.54181,                0.42559,                0.80209,             0.00073579,             0.00073579,             0.00073579
                    248,                0.46087,                0.31756,                0.86305,                0.95908,                0.98701,                0.97546,                0.85515,                0.55664,                0.43248,                  0.801,             0.00073296,             0.00073296,             0.00073296
                    249,                0.45025,                0.30711,                0.85472,                0.96031,                0.97563,                 0.9789,                0.87864,                0.52911,                0.40138,                0.79628,             0.00073013,             0.00073013,             0.00073013
                    250,                 0.4499,                0.29576,                0.85622,                0.96191,                0.98696,                0.98054,                0.86643,                0.55541,                0.44538,                0.80709,              0.0007273,              0.0007273,              0.0007273
                    251,                 0.4393,                0.29696,                 0.8611,                0.95021,                0.99432,                0.97393,                0.86598,                0.54824,                0.45846,                0.80353,             0.00072447,             0.00072447,             0.00072447
                    252,                0.43727,                0.30975,                0.86144,                0.96354,                 0.9737,                0.97686,                0.85826,                0.54915,                0.41408,                 0.8012,             0.00072164,             0.00072164,             0.00072164
                    253,                 0.4347,                0.30018,                0.85757,                0.96177,                0.98701,                0.97422,                0.87255,                0.52435,                0.39576,                0.79296,             0.00071882,             0.00071882,             0.00071882
                    254,                0.45017,                0.30613,                0.85932,                0.95794,                0.98379,                0.98127,                0.86224,                0.54363,                0.41831,                0.80109,             0.00071599,             0.00071599,             0.00071599
                    255,                0.44891,                0.30298,                0.85907,                0.95651,                0.99316,                0.97009,                 0.8645,                0.56051,                0.45302,                 0.8073,             0.00071316,             0.00071316,             0.00071316
                    256,                0.45785,                0.30691,                0.86156,                0.96216,                 0.9737,                0.97335,                0.84621,                0.56954,                0.43138,                0.79949,             0.00071033,             0.00071033,             0.00071033
                    257,                0.44616,                0.30857,                0.85959,                0.95878,                0.96621,                0.97545,                0.85459,                0.52132,                0.41635,                0.79368,              0.0007075,              0.0007075,              0.0007075
                    258,                0.44318,                0.30393,                0.86415,                0.95582,                0.97858,                0.98001,                0.87007,                0.51551,                0.39477,                0.79619,             0.00070467,             0.00070467,             0.00070467
                    259,                0.42155,                0.28643,                0.85561,                0.95724,                0.98599,                0.97865,                0.87261,                0.53109,                0.39366,                0.79749,             0.00070184,             0.00070184,             0.00070184
                    260,                0.43125,                0.28812,                0.86057,                0.95425,                0.98692,                0.98093,                0.87403,                0.53951,                0.39396,                0.79695,             0.00069901,             0.00069901,             0.00069901
                    261,                0.44662,                 0.3035,                0.86868,                0.95971,                0.99134,                 0.9797,                0.86921,                0.55976,                0.40798,                0.79937,             0.00069618,             0.00069618,             0.00069618
                    262,                0.45194,                0.31148,                  0.861,                0.94897,                 0.9929,                0.97513,                0.87275,                0.53327,                0.42317,                 0.7974,             0.00069335,             0.00069335,             0.00069335
                    263,                0.44257,                 0.2966,                 0.8659,                0.96171,                0.98342,                0.97941,                0.87304,                0.55471,                0.42711,                0.80289,             0.00069052,             0.00069052,             0.00069052
                    264,                0.43853,                0.29302,                0.85892,                0.95784,                 0.9795,                0.98005,                0.86715,                0.52984,                 0.4081,                0.80391,             0.00068769,             0.00068769,             0.00068769
                    265,                0.42331,                0.28271,                0.86459,                0.95604,                0.97495,                0.97718,                0.86891,                0.51663,                 0.4105,                0.80068,             0.00068486,             0.00068486,             0.00068486
                    266,                0.42609,                0.28991,                0.85197,                0.94755,                0.97997,                0.98052,                0.87323,                0.53995,                0.40724,                 0.7946,             0.00068203,             0.00068203,             0.00068203
                    267,                0.44669,                0.30427,                0.86026,                0.96025,                0.98302,                0.98224,                0.87169,                0.51064,                 0.3927,                0.79218,              0.0006792,              0.0006792,              0.0006792
                    268,                0.43484,                0.29022,                 0.8624,                0.95396,                0.98448,                0.97938,                0.85125,                0.54622,                0.40498,                0.79828,             0.00067637,             0.00067637,             0.00067637
                    269,                0.43192,                0.28987,                0.86315,                0.94989,                 0.9792,                0.97964,                0.86109,                0.53216,                0.40025,                0.79822,             0.00067354,             0.00067354,             0.00067354
                    270,                0.43784,                0.30368,                0.85983,                0.93628,                0.95812,                0.98129,                 0.8804,                0.55323,                0.41271,                0.79695,             0.00067072,             0.00067072,             0.00067072
                    271,                0.43044,                0.29337,                  0.857,                0.95696,                0.95926,                0.98199,                0.86527,                0.54124,                0.40771,                0.80312,             0.00066789,             0.00066789,             0.00066789
                    272,                0.42583,                0.29875,                0.86506,                0.96191,                0.98268,                0.98175,                0.86041,                0.54566,                0.39832,                0.80201,             0.00066506,             0.00066506,             0.00066506
                    273,                0.42574,                0.28972,                0.85787,                0.95205,                0.96859,                0.98207,                0.85993,                 0.5296,                0.39472,                0.79782,             0.00066223,             0.00066223,             0.00066223
                    274,                0.43872,                0.30178,                0.86383,                0.96263,                 0.9641,                  0.979,                 0.8577,                0.53339,                0.40497,                0.79376,              0.0006594,              0.0006594,              0.0006594
                    275,                0.44398,                0.29454,                0.86526,                0.95108,                 0.9852,                0.98146,                0.83746,                0.52984,                0.41903,                0.80562,             0.00065657,             0.00065657,             0.00065657
                    276,                0.43835,                0.31991,                0.86716,                0.95921,                0.98483,                0.98008,                0.87883,                0.50448,                0.40747,                0.80145,             0.00065374,             0.00065374,             0.00065374
                    277,                0.42334,                0.29036,                0.85346,                0.93366,                0.93337,                0.96944,                0.86656,                0.51343,                0.43043,                0.80109,             0.00065091,             0.00065091,             0.00065091
                    278,                0.42882,                0.28782,                0.86121,                0.94993,                0.95359,                0.97644,                0.87493,                0.55364,                0.43762,                0.80482,             0.00064808,             0.00064808,             0.00064808
                    279,                0.42468,                0.28497,                0.85541,                0.95764,                0.97835,                0.97474,                0.87472,                0.55848,                0.41517,                0.80533,             0.00064525,             0.00064525,             0.00064525
                    280,                0.41867,                0.28235,                0.86025,                0.96594,                0.97228,                0.97605,                0.86873,                 0.5772,                0.42503,                0.80704,             0.00064242,             0.00064242,             0.00064242
                    281,                0.41317,                0.28432,                0.84834,                0.95708,                0.98467,                0.97848,                0.85027,                0.58633,                0.44172,                0.80694,             0.00063959,             0.00063959,             0.00063959
                    282,                0.42778,                0.28874,                0.86115,                0.95969,                0.97924,                0.97507,                0.85988,                0.54772,                 0.4383,                0.79852,             0.00063676,             0.00063676,             0.00063676
                    283,                0.41748,                  0.288,                 0.8537,                0.95696,                0.98345,                0.97659,                0.87001,                0.53818,                0.40597,                0.79639,             0.00063393,             0.00063393,             0.00063393
                    284,                0.41764,                0.28329,                0.85556,                0.94565,                0.97765,                0.97529,                0.87499,                0.54485,                0.41024,                0.79742,              0.0006311,              0.0006311,              0.0006311
                    285,                0.43011,                0.29283,                0.85404,                0.96436,                0.98036,                0.97633,                 0.8805,                0.53001,                0.40236,                0.79543,             0.00062827,             0.00062827,             0.00062827
                    286,                0.41284,                0.27992,                0.85304,                0.96382,                0.97566,                0.97544,                0.86924,                0.52504,                 0.4158,                0.79757,             0.00062544,             0.00062544,             0.00062544
                    287,                 0.3988,                0.26973,                0.85938,                0.96262,                0.97557,                0.97425,                0.87038,                0.52849,                0.42082,                0.79916,             0.00062262,             0.00062262,             0.00062262
                    288,                0.40782,                0.27991,                0.85191,                0.96259,                0.96535,                0.97609,                0.86157,                0.54447,                0.42563,                0.80222,             0.00061979,             0.00061979,             0.00061979
                    289,                0.41171,                0.27976,                0.84971,                0.96162,                 0.9636,                0.98002,                0.87665,                0.53884,                0.41411,                0.79531,             0.00061696,             0.00061696,             0.00061696
                    290,                0.41351,                0.28151,                0.86262,                0.95635,                0.97395,                0.97988,                0.86548,                0.54765,                0.39586,                0.80173,             0.00061413,             0.00061413,             0.00061413
                    291,                0.41341,                0.27793,                0.85489,                0.96253,                0.98343,                0.98029,                0.85638,                0.55989,                0.41563,                0.80341,              0.0006113,              0.0006113,              0.0006113
                    292,                0.41047,                0.28707,                0.85496,                0.96354,                0.97619,                0.98022,                 0.8776,                0.56004,                0.42992,                0.80315,             0.00060847,             0.00060847,             0.00060847
                    293,                 0.4227,                0.28701,                0.86001,                0.95885,                0.97951,                0.97727,                0.87372,                 0.5626,                0.42236,                0.80432,             0.00060564,             0.00060564,             0.00060564
                    294,                0.40626,                0.27903,                0.85503,                0.95458,                0.98268,                0.97864,                0.86736,                0.56373,                0.42351,                0.80179,             0.00060281,             0.00060281,             0.00060281
                    295,                0.42194,                0.29086,                0.86237,                 0.9611,                0.97835,                0.97366,                0.84889,                0.55912,                0.43282,                0.81318,             0.00059998,             0.00059998,             0.00059998
                    296,                0.40533,                0.27807,                0.85376,                0.95625,                0.98173,                0.97386,                0.85527,                0.55466,                0.43053,                0.80348,             0.00059715,             0.00059715,             0.00059715
                    297,                0.41866,                0.28737,                0.85571,                0.96197,                0.98334,                0.97436,                0.85242,                0.54998,                0.42794,                0.80447,             0.00059432,             0.00059432,             0.00059432
                    298,                0.41989,                0.29185,                0.86219,                0.95161,                0.98955,                0.97412,                0.86532,                0.54684,                0.43647,                 0.8044,             0.00059149,             0.00059149,             0.00059149
                    299,                 0.4097,                0.28061,                0.84846,                0.96437,                0.97303,                0.97106,                0.85918,                0.53481,                 0.4091,                0.79694,             0.00058866,             0.00058866,             0.00058866
                    300,                0.40105,                0.27304,                0.85107,                0.95879,                0.98292,                0.97068,                0.86924,                0.53804,                0.41011,                0.79355,             0.00058583,             0.00058583,             0.00058583
                    301,                0.42211,                0.27829,                0.85714,                0.95996,                0.98313,                0.97191,                0.86202,                0.52644,                0.40226,                0.79573,               0.000583,               0.000583,               0.000583
                    302,                0.41139,                0.28121,                 0.8556,                0.95854,                0.97821,                0.97659,                0.85729,                0.53163,                0.42039,                0.80031,             0.00058017,             0.00058017,             0.00058017
                    303,                0.42052,                0.28926,                0.85634,                0.95089,                0.97574,                0.97858,                0.85482,                0.57332,                0.43913,                0.80236,             0.00057734,             0.00057734,             0.00057734
                    304,                 0.4219,                0.30664,                0.85764,                0.95593,                0.97803,                0.97515,                 0.8767,                0.54151,                0.40577,                0.79746,             0.00057452,             0.00057452,             0.00057452
                    305,                0.40675,                0.27755,                0.84914,                0.96107,                0.96987,                0.97368,                0.87704,                0.56244,                0.41398,                0.79652,             0.00057169,             0.00057169,             0.00057169
                    306,                0.38917,                0.27053,                0.84746,                0.96361,                0.97227,                0.97059,                0.87566,                0.55983,                0.39625,                0.79991,             0.00056886,             0.00056886,             0.00056886
                    307,                0.39446,                0.26787,                0.85398,                0.95906,                0.97159,                0.96783,                0.87085,                0.53759,                0.40448,                0.80497,             0.00056603,             0.00056603,             0.00056603
                    308,                0.40772,                0.27605,                0.85242,                0.95793,                0.98237,                0.97441,                0.86269,                0.52208,                0.39418,                0.79842,              0.0005632,              0.0005632,              0.0005632
                    309,                0.40345,                0.27356,                0.85071,                0.95869,                0.98463,                0.97865,                0.85821,                0.53761,                 0.4083,                0.80418,             0.00056037,             0.00056037,             0.00056037
                    310,                0.40637,                0.27589,                0.86209,                0.95249,                0.98038,                0.97747,                0.86007,                0.53181,                0.42532,                0.79925,             0.00055754,             0.00055754,             0.00055754
                    311,                0.39158,                0.26947,                0.85017,                0.95259,                0.97904,                0.97357,                0.86174,                 0.5476,                0.43851,                0.79866,             0.00055471,             0.00055471,             0.00055471
                    312,                0.41394,                0.27798,                0.85687,                0.94914,                0.97771,                0.97082,                0.87638,                0.54803,                0.41858,                0.80291,             0.00055188,             0.00055188,             0.00055188
                    313,                0.40706,                0.27135,                0.85279,                0.95357,                 0.9825,                0.97781,                0.88189,                0.54733,                0.42017,                0.80458,             0.00054905,             0.00054905,             0.00054905
                    314,                0.40783,                0.26683,                0.85226,                0.95864,                0.98367,                 0.9773,                0.87977,                0.50993,                0.42727,                0.79595,             0.00054622,             0.00054622,             0.00054622
                    315,                0.37028,                 0.2553,                0.84782,                0.94655,                0.98886,                0.97937,                0.88046,                0.51221,                0.44797,                0.79894,             0.00054339,             0.00054339,             0.00054339
                    316,                0.39473,                0.26509,                0.85369,                0.94892,                0.98293,                0.97419,                0.86215,                0.51383,                0.44436,                0.80028,             0.00054056,             0.00054056,             0.00054056
                    317,                0.38998,                0.26711,                 0.8465,                0.95853,                0.98368,                0.97453,                0.86699,                0.53298,                 0.4299,                0.79953,             0.00053773,             0.00053773,             0.00053773
