                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    117,                 0.5479,                0.36662,                0.88271,                0.94527,                0.98588,                0.97937,                0.87049,                0.56368,                 0.5858,                0.84002,             0.00061554,             0.00061554,             0.00061554
                    118,                0.52628,                0.35563,                0.87353,                0.95073,                0.97748,                0.97792,                0.85303,                0.56856,                 0.5533,                0.82795,             0.00060847,             0.00060847,             0.00060847
                    119,                0.54529,                0.35998,                0.87853,                0.92115,                0.97534,                  0.976,                0.86536,                0.56218,                0.55685,                 0.8291,             0.00060139,             0.00060139,             0.00060139
                    120,                0.53273,                0.35639,                0.88115,                0.96073,                   0.99,                0.97759,                0.85454,                 0.5838,                0.49482,                 0.8277,             0.00059432,             0.00059432,             0.00059432
                    121,                0.51531,                0.34719,                0.87899,                 0.9471,                0.97089,                0.98403,                0.87781,                0.60771,                0.64525,                0.83306,             0.00058725,             0.00058725,             0.00058725
                    122,                0.51157,                0.35357,                0.87627,                0.93328,                0.98478,                0.97466,                0.86626,                0.54403,                0.56872,                0.82961,             0.00058017,             0.00058017,             0.00058017
                    123,                0.50527,                0.33911,                0.87151,                0.90583,                0.99092,                0.97491,                0.87394,                0.53635,                0.52265,                0.83304,              0.0005731,              0.0005731,              0.0005731
                    124,                0.53478,                0.35711,                0.88456,                  0.935,                0.96302,                0.97644,                0.87193,                0.55311,                0.52668,                0.84018,             0.00056603,             0.00056603,             0.00056603
                    125,                0.54203,                0.35423,                0.87917,                 0.9292,                0.96519,                0.98154,                0.87297,                0.55582,                0.53055,                0.83852,             0.00055895,             0.00055895,             0.00055895
                    126,                0.53401,                0.35266,                0.87666,                0.95081,                0.97121,                0.97924,                0.86818,                0.55648,                0.52657,                0.82725,             0.00055188,             0.00055188,             0.00055188
                    127,                0.50843,                0.35189,                0.87427,                0.95644,                0.97647,                0.98072,                0.88169,                0.53173,                0.52613,                0.81018,             0.00054481,             0.00054481,             0.00054481
                    128,                0.52041,                 0.3486,                0.87668,                0.94784,                0.98671,                0.96853,                 0.8422,                0.58698,                0.55007,                0.82261,             0.00053773,             0.00053773,             0.00053773
                    129,                0.51422,                0.34042,                0.87154,                  0.949,                0.98898,                0.96944,                0.84753,                0.55703,                0.53359,                0.82882,             0.00053066,             0.00053066,             0.00053066
                    130,                0.51579,                0.34628,                0.87667,                0.94663,                0.98003,                0.97547,                0.85745,                0.57966,                0.53029,                 0.8288,             0.00052359,             0.00052359,             0.00052359
                    131,                0.49773,                0.34282,                0.87308,                0.94486,                0.98791,                 0.9726,                0.86758,                0.52504,                0.54488,                0.82936,             0.00051651,             0.00051651,             0.00051651
                    132,                0.53056,                0.34448,                0.88287,                0.96038,                0.98701,                 0.9783,                0.83148,                0.63192,                0.58974,                 0.8398,             0.00050944,             0.00050944,             0.00050944
                    133,                0.52145,                0.34793,                0.87899,                0.93778,                0.98446,                 0.9805,                0.85091,                 0.5735,                0.54431,                0.83123,             0.00050236,             0.00050236,             0.00050236
                    134,                 0.5163,                 0.3397,                0.87834,                0.95184,                0.98908,                0.98049,                0.86582,                0.55817,                0.52251,                0.83674,             0.00049529,             0.00049529,             0.00049529
                    135,                0.51657,                0.33491,                 0.8757,                0.95058,                0.98885,                0.98022,                0.87294,                0.54566,                0.53394,                0.83011,             0.00048822,             0.00048822,             0.00048822
                    136,                0.51574,                0.34647,                0.87235,                0.92378,                0.96705,                0.97759,                0.88186,                0.54607,                0.51361,                0.83106,             0.00048114,             0.00048114,             0.00048114
                    137,                0.49246,                0.32422,                0.87707,                0.94207,                0.98587,                0.97813,                0.87478,                0.55829,                0.52364,                 0.8351,             0.00047407,             0.00047407,             0.00047407
                    138,                0.49003,                0.33151,                0.87235,                 0.9436,                0.98477,                0.98204,                 0.8973,                0.53621,                0.51796,                0.84384,               0.000467,               0.000467,               0.000467
