                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.96649,                0.83688,                 0.9961,                0.87134,                0.58442,                0.73368,                0.43308,                 1.6219,                  1.624,                  1.133,              0.0012466,              0.0012466,              0.0012466
                     26,                0.90236,                0.83709,                0.97738,                0.93598,                0.46781,                0.73305,                0.51035,                 1.1717,                 1.6053,                0.99436,              0.0012522,              0.0012522,              0.0012522
                     27,                0.87176,                0.81282,                0.98203,                0.70007,                0.62151,                 0.7728,                0.54784,                 1.1304,                  1.788,                0.98529,              0.0012522,              0.0012522,              0.0012522
                     28,                0.90741,                0.78582,                0.97966,                0.93119,                0.75942,                0.82251,                 0.5262,                 1.5108,                 1.4324,                 1.0611,              0.0012451,              0.0012451,              0.0012451
                     29,                0.87051,                0.76069,                0.97138,                0.74223,                0.67855,                0.76975,                0.54873,                 1.1865,                 1.4466,                0.95644,               0.001238,               0.001238,               0.001238
                     30,                0.84693,                0.72699,                0.96254,                0.85657,                0.69592,                0.78807,                0.49412,                 1.5174,                 1.5602,                 1.0651,              0.0012309,              0.0012309,              0.0012309
                     31,                0.90964,                0.76387,                 0.9839,                0.83945,                0.61918,                   0.71,                 0.5123,                 1.1719,                 1.4885,                0.98735,              0.0012239,              0.0012239,              0.0012239
                     32,                0.83896,                0.72898,                0.96436,                0.82806,                0.68846,                 0.8334,                0.59352,                  1.185,                 1.4562,                 0.9934,              0.0012168,              0.0012168,              0.0012168
                     33,                0.82024,                0.70271,                0.94705,                0.76306,                0.75329,                0.81593,                0.64945,                0.81627,                 1.2135,                0.89479,              0.0012097,              0.0012097,              0.0012097
                     34,                0.81113,                0.69383,                0.95179,                0.62647,                0.78273,                0.66124,                0.52829,                 0.8286,                 1.5379,                0.91028,              0.0012026,              0.0012026,              0.0012026
                     35,                0.84912,                0.69166,                0.96433,                0.85464,                 0.8967,                0.96038,                0.75059,                0.84215,                0.95659,                0.88084,              0.0011956,              0.0011956,              0.0011956
                     36,                0.83668,                0.67347,                0.95336,                0.89572,                0.86937,                0.94294,                0.76619,                 0.7287,                0.77028,                0.87024,              0.0011885,              0.0011885,              0.0011885
                     37,                0.82817,                0.66715,                0.94437,                0.81613,                0.86885,                0.91476,                0.72058,                0.86234,                0.83709,                0.87862,              0.0011814,              0.0011814,              0.0011814
                     38,                0.80448,                0.64089,                0.93239,                  0.728,                0.69192,                0.70093,                0.56105,                0.75641,                 1.0812,                  0.884,              0.0011744,              0.0011744,              0.0011744
                     39,                0.74456,                0.63822,                0.92707,                0.76018,                0.74242,                0.74179,                0.60072,                 0.8475,                 1.0935,                0.88585,              0.0011673,              0.0011673,              0.0011673
                     40,                0.79646,                0.63256,                  0.948,                0.89066,                0.75458,                0.86273,                0.64823,                0.85173,                 0.9563,                0.91341,              0.0011602,              0.0011602,              0.0011602
                     41,                0.78768,                0.62819,                0.93299,                0.78162,                0.65923,                0.76661,                0.63906,                0.83583,                 1.5475,                0.98952,              0.0011531,              0.0011531,              0.0011531
                     42,                0.80527,                0.62929,                0.94227,                0.65726,                0.71469,                0.73594,                0.57928,                0.88825,                 1.0086,                0.98858,              0.0011461,              0.0011461,              0.0011461
                     43,                  0.768,                0.62429,                0.93798,                0.85824,                0.79197,                0.83887,                0.65734,                0.86137,                 1.1006,                0.90429,               0.001139,               0.001139,               0.001139
                     44,                0.77456,                0.61025,                0.94306,                0.90729,                0.77871,                0.95371,                0.58754,                 1.5257,                0.91184,                 1.1039,              0.0011319,              0.0011319,              0.0011319
                     45,                0.87339,                0.63565,                0.95332,                0.88587,                0.74208,                0.86568,                0.70202,                0.78382,                0.90686,                0.88301,              0.0011248,              0.0011248,              0.0011248
                     46,                 0.8702,                0.64801,                0.96774,                0.86949,                0.87143,                0.95168,                0.68873,                0.98635,                0.80727,                0.90683,              0.0011178,              0.0011178,              0.0011178
                     47,                0.90522,                0.65719,                0.95509,                0.93886,                 0.9697,                0.97426,                0.79008,                0.80125,                 0.6983,                0.94019,              0.0011107,              0.0011107,              0.0011107
                     48,                0.88748,                0.65552,                0.97696,                0.91306,                0.95295,                0.97451,                0.80089,                0.77152,                0.69403,                 0.9838,              0.0011036,              0.0011036,              0.0011036
                     49,                0.83772,                0.61501,                0.94668,                0.91153,                0.91888,                0.96858,                0.75772,                0.81457,                0.74335,                0.90398,              0.0010965,              0.0010965,              0.0010965
                     50,                0.82295,                0.63671,                 0.9566,                0.91019,                0.94411,                0.97512,                 0.8255,                0.66589,                0.65377,                 0.8675,              0.0010895,              0.0010895,              0.0010895
                     51,                0.78204,                0.61261,                0.93557,                0.92526,                0.87646,                0.96601,                0.79586,                0.69168,                0.67045,                0.84877,              0.0010824,              0.0010824,              0.0010824
                     52,                0.85115,                 0.6028,                0.95254,                0.91099,                0.89733,                0.96934,                0.63989,                 1.3525,                 0.7878,                 1.0139,              0.0010753,              0.0010753,              0.0010753
                     53,                 0.8602,                0.60649,                0.94374,                 0.9165,                0.93463,                0.97334,                0.78923,                0.77086,                0.70627,                0.91727,              0.0010682,              0.0010682,              0.0010682
                     54,                0.84648,                0.61943,                0.96201,                0.83123,                0.97786,                0.96895,                0.70896,                 1.0908,                0.83314,                0.96551,              0.0010612,              0.0010612,              0.0010612
                     55,                0.78126,                0.58883,                0.93152,                0.92333,                 0.9444,                0.97832,                0.82726,                0.75687,                0.69656,                0.87165,              0.0010541,              0.0010541,              0.0010541
                     56,                0.73315,                0.55371,                0.92394,                0.94833,                0.97666,                0.97428,                0.76919,                0.89219,                0.68348,                0.86408,               0.001047,               0.001047,               0.001047
                     57,                 0.7567,                 0.5677,                0.93542,                0.93748,                0.92101,                0.96379,                0.81007,                0.69828,                0.65079,                0.84747,                0.00104,                0.00104,                0.00104
                     58,                0.70248,                0.53778,                0.90889,                0.93886,                0.90981,                 0.9278,                0.77552,                0.71213,                0.64271,                0.86704,              0.0010329,              0.0010329,              0.0010329
                     59,                0.71878,                0.52685,                0.91243,                0.93722,                0.92713,                0.96191,                0.81137,                0.69666,                0.60124,                0.86385,              0.0010258,              0.0010258,              0.0010258
                     60,                0.69426,                0.51966,                0.91451,                0.88531,                0.99138,                0.96282,                0.78801,                0.73474,                  0.559,                0.85623,              0.0010187,              0.0010187,              0.0010187
                     61,                0.72615,                0.53413,                0.92478,                0.95361,                0.97941,                0.97067,                0.78803,                0.72951,                0.57243,                  0.845,              0.0010117,              0.0010117,              0.0010117
                     62,                 0.6967,                0.54118,                0.91499,                0.94698,                0.94592,                0.96798,                0.78032,                0.79399,                0.58033,                0.86569,              0.0010046,              0.0010046,              0.0010046
                     63,                 0.6931,                0.51024,                0.91428,                 0.9442,                0.94895,                0.96758,                0.81312,                0.70355,                0.58498,                0.85957,             0.00099751,             0.00099751,             0.00099751
                     64,                0.71587,                0.52123,                 0.9214,                0.93758,                0.95741,                0.96684,                0.76546,                0.75777,                 0.6166,                0.87348,             0.00099044,             0.00099044,             0.00099044
                     65,                0.68547,                0.51811,                0.91588,                0.93408,                0.97695,                0.97345,                0.80971,                0.69846,                 0.5866,                0.90629,             0.00098337,             0.00098337,             0.00098337
                     66,                0.69084,                0.50206,                0.91339,                0.92827,                0.98127,                0.97816,                0.78201,                0.74479,                0.58685,                0.91071,             0.00097629,             0.00097629,             0.00097629
                     67,                0.71394,                0.51809,                0.92583,                0.91376,                0.99258,                0.97012,                0.79083,                0.70681,                0.57594,                0.88274,             0.00096922,             0.00096922,             0.00096922
                     68,                 0.6717,                  0.487,                0.91773,                0.87748,                0.87157,                0.93387,                 0.7377,                0.75295,                0.72039,                0.89251,             0.00096215,             0.00096215,             0.00096215
                     69,                0.69371,                0.49718,                0.91917,                0.94221,                0.91414,                0.94974,                0.74849,                0.81376,                0.73315,                0.89805,             0.00095507,             0.00095507,             0.00095507
                     70,                0.70444,                0.49633,                0.92413,                0.88642,                0.93579,                0.95274,                0.77935,                0.71022,                0.83709,                0.89515,               0.000948,               0.000948,               0.000948
                     71,                0.65942,                0.48413,                0.90948,                 0.9424,                0.98098,                0.97299,                0.82647,                0.66338,                0.62555,                0.85408,             0.00094093,             0.00094093,             0.00094093
                     72,                0.68244,                0.50609,                0.91776,                0.94541,                0.91016,                0.96616,                0.80382,                0.64013,                0.54065,                0.83241,             0.00093385,             0.00093385,             0.00093385
                     73,                0.70551,                0.49597,                0.91414,                0.92166,                0.87096,                0.94842,                 0.7682,                 0.7314,                0.58238,                0.85456,             0.00092678,             0.00092678,             0.00092678
                     74,                0.70032,                0.51795,                0.92001,                 0.9451,                 0.9241,                  0.961,                0.80171,                0.65726,                0.58782,                0.84834,              0.0009197,              0.0009197,              0.0009197
                     75,                0.67201,                0.49533,                0.89515,                0.89857,                 0.8708,                0.95009,                0.76728,                0.79241,                0.60418,                0.87312,             0.00091263,             0.00091263,             0.00091263
                     76,                0.68044,                0.47792,                0.91192,                0.92157,                0.96176,                0.97758,                0.78466,                 0.8314,                0.70822,                 0.9044,             0.00090556,             0.00090556,             0.00090556
                     77,                0.65372,                0.46653,                0.90547,                0.95938,                0.88928,                0.96181,                0.82103,                0.63827,                0.61907,                0.83333,             0.00089848,             0.00089848,             0.00089848
                     78,                0.71208,                0.47764,                0.92944,                0.91685,                0.87484,                0.95555,                0.82434,                 0.7042,                 0.6363,                0.83615,             0.00089141,             0.00089141,             0.00089141
                     79,                0.65528,                0.46988,                0.89958,                0.94679,                0.92891,                0.96532,                0.80789,                0.71547,                0.49357,                 0.8315,             0.00088434,             0.00088434,             0.00088434
                     80,                0.63313,                0.44476,                0.89442,                0.89411,                0.98195,                0.97648,                0.85423,                0.64745,                0.48691,                0.84426,             0.00087726,             0.00087726,             0.00087726
                     81,                 0.6064,                0.43966,                0.89041,                0.95446,                0.90115,                0.95051,                0.77864,                0.79296,                0.52357,                0.87037,             0.00087019,             0.00087019,             0.00087019
                     82,                0.62956,                0.45471,                 0.9025,                0.89623,                0.92769,                0.96232,                0.79894,                0.73508,                0.50189,                0.88086,             0.00086312,             0.00086312,             0.00086312
                     83,                0.66585,                0.45815,                0.90609,                0.87367,                0.99402,                0.96912,                0.71356,                 1.1244,                0.56985,                0.94236,             0.00085604,             0.00085604,             0.00085604
                     84,                0.62284,                0.44131,                  0.898,                0.93993,                0.92631,                0.96644,                0.79522,                 0.8288,                0.51278,                0.84779,             0.00084897,             0.00084897,             0.00084897
                     85,                0.65743,                0.46051,                0.90825,                0.93631,                0.99377,                0.97735,                0.84303,                0.67003,                0.47039,                 0.8274,              0.0008419,              0.0008419,              0.0008419
                     86,                0.64424,                0.47262,                0.89437,                0.95554,                  0.985,                 0.9809,                0.83005,                0.71136,                0.48512,                0.84896,             0.00083482,             0.00083482,             0.00083482
                     87,                0.63345,                0.44862,                0.89692,                0.95375,                0.98474,                0.97992,                0.83538,                0.70507,                0.46725,                0.82956,             0.00082775,             0.00082775,             0.00082775
                     88,                0.61222,                0.43776,                0.89297,                0.93234,                0.97504,                0.97904,                0.84789,                0.62231,                0.46594,                0.82734,             0.00082067,             0.00082067,             0.00082067
                     89,                0.59962,                0.43702,                0.88573,                0.94062,                 0.9473,                0.97672,                0.84439,                0.60952,                0.46411,                0.83682,              0.0008136,              0.0008136,              0.0008136
                     90,                0.62603,                0.44881,                0.89751,                0.94075,                0.92554,                0.95516,                0.75436,                0.77246,                0.53066,                0.89515,             0.00080653,             0.00080653,             0.00080653
                     91,                0.60591,                 0.4529,                 0.8888,                0.92584,                0.93716,                 0.9459,                0.80575,                0.65982,                0.51805,                0.85546,             0.00079945,             0.00079945,             0.00079945
                     92,                0.63388,                0.47396,                0.90118,                0.92092,                0.94352,                0.96777,                0.80383,                0.71368,                0.54158,                0.85551,             0.00079238,             0.00079238,             0.00079238
                     93,                0.62048,                0.45005,                0.89266,                0.94694,                0.91488,                0.96066,                0.79016,                0.69605,                0.48737,                0.86471,             0.00078531,             0.00078531,             0.00078531
                     94,                0.59966,                0.42906,                0.89374,                0.92636,                0.92821,                0.96127,                0.80425,                0.67871,                0.52218,                0.87638,             0.00077823,             0.00077823,             0.00077823
                     95,                0.62107,                0.43862,                0.89102,                0.89069,                0.99086,                0.97099,                0.76299,                0.76756,                0.50771,                0.87759,             0.00077116,             0.00077116,             0.00077116
                     96,                0.66861,                0.44957,                0.89792,                0.88758,                0.98336,                0.97135,                0.85453,                0.60141,                0.44165,                0.82968,             0.00076409,             0.00076409,             0.00076409
                     97,                0.63355,                0.43028,                0.90037,                0.89117,                0.98562,                0.97009,                0.83243,                0.60477,                0.46757,                0.83868,             0.00075701,             0.00075701,             0.00075701
                     98,                0.64568,                0.43495,                0.90255,                0.89863,                0.97694,                0.96964,                0.83398,                0.63263,                0.49032,                0.83148,             0.00074994,             0.00074994,             0.00074994
                     99,                0.59421,                 0.4152,                0.89586,                0.90841,                0.97354,                0.97038,                0.79653,                 0.8571,                0.52878,                0.84293,             0.00074287,             0.00074287,             0.00074287
                    100,                0.60012,                 0.4263,                0.89413,                0.92703,                0.94325,                0.97807,                 0.8313,                0.67805,                0.48001,                0.82852,             0.00073579,             0.00073579,             0.00073579
                    101,                0.57884,                0.40844,                0.87834,                0.89147,                      1,                0.96283,                0.85247,                 0.5957,                0.44495,                0.83949,             0.00072872,             0.00072872,             0.00072872
                    102,                 0.5657,                0.41081,                0.89032,                0.90654,                0.98268,                0.97264,                0.85689,                0.57664,                0.43777,                0.83937,             0.00072164,             0.00072164,             0.00072164
                    103,                0.62234,                0.41192,                0.90067,                0.95344,                0.98092,                 0.9738,                0.86417,                0.63106,                0.44861,                0.82906,             0.00071457,             0.00071457,             0.00071457
                    104,                0.62468,                0.41417,                0.89886,                 0.9442,                0.98899,                0.97717,                0.82313,                0.74066,                0.46776,                0.86096,              0.0007075,              0.0007075,              0.0007075
                    105,                0.59881,                0.39784,                0.88563,                0.94264,                 0.9894,                0.97865,                0.82621,                0.61137,                0.44333,                0.84688,             0.00070042,             0.00070042,             0.00070042
                    106,                0.58294,                 0.3971,                 0.8872,                0.95307,                0.94371,                0.96889,                0.81222,                0.60584,                0.46114,                  0.842,             0.00069335,             0.00069335,             0.00069335
                    107,                 0.5923,                 0.4015,                0.88813,                0.93424,                0.93579,                0.96729,                0.80054,                0.69411,                0.49772,                  0.839,             0.00068628,             0.00068628,             0.00068628
                    108,                0.56183,                0.39843,                0.88446,                 0.9088,                0.95946,                  0.969,                0.80986,                0.63804,                 0.4803,                0.81922,              0.0006792,              0.0006792,              0.0006792
                    109,                0.59858,                0.41406,                0.89166,                0.94773,                0.95953,                0.97081,                0.81044,                0.63487,                0.48205,                0.82578,             0.00067213,             0.00067213,             0.00067213
                    110,                 0.5968,                0.41561,                0.89927,                 0.9428,                0.98593,                0.97286,                0.84434,                0.61536,                 0.4833,                 0.8193,             0.00066506,             0.00066506,             0.00066506
                    111,                0.60477,                 0.4038,                0.89546,                0.95827,                0.96462,                0.97547,                0.83161,                0.60569,                0.45809,                0.82204,             0.00065798,             0.00065798,             0.00065798
                    112,                0.62254,                0.41215,                0.89088,                 0.9563,                0.97785,                 0.9739,                0.81775,                0.82833,                0.48614,                0.86108,             0.00065091,             0.00065091,             0.00065091
                    113,                0.59378,                0.40051,                0.90201,                 0.9493,                0.99242,                 0.9675,                0.83725,                0.69532,                0.46286,                0.84347,             0.00064384,             0.00064384,             0.00064384
                    114,                0.56769,                0.39552,                0.89481,                0.94041,                0.98643,                0.97177,                0.84777,                0.70621,                0.48313,                0.85408,             0.00063676,             0.00063676,             0.00063676
                    115,                0.55384,                0.38893,                0.87943,                0.94939,                0.95407,                0.96645,                0.83303,                0.65437,                0.49528,                0.83557,             0.00062969,             0.00062969,             0.00062969
                    116,                0.58529,                0.40293,                 0.8838,                0.95564,                0.97835,                 0.9748,                0.84405,                0.69128,                0.44786,                0.82944,             0.00062262,             0.00062262,             0.00062262
                    117,                0.61493,                0.40412,                0.88931,                 0.9354,                0.99567,                0.98134,                0.84481,                0.61094,                0.44593,                0.82662,             0.00061554,             0.00061554,             0.00061554
                    118,                 0.5888,                 0.4014,                0.88675,                0.96383,                0.98582,                0.98116,                0.85577,                0.65126,                0.42862,                 0.8384,             0.00060847,             0.00060847,             0.00060847
                    119,                0.60011,                0.41182,                0.88776,                  0.934,                0.96139,                0.97864,                0.85468,                 0.6076,                0.42575,                0.84138,             0.00060139,             0.00060139,             0.00060139
                    120,                 0.6033,                0.39926,                0.87772,                0.91058,                0.98268,                0.97204,                0.84824,                0.64222,                0.43265,                0.83298,             0.00059432,             0.00059432,             0.00059432
                    121,                0.58584,                0.39169,                0.88497,                0.87352,                0.97835,                0.96931,                0.85784,                0.56178,                0.42591,                0.83421,             0.00058725,             0.00058725,             0.00058725
                    122,                0.60708,                0.39906,                0.88506,                0.90775,                 0.9802,                 0.9698,                0.82354,                0.72217,                0.45803,                0.82819,             0.00058017,             0.00058017,             0.00058017
                    123,                0.56567,                0.39547,                0.87597,                0.92941,                0.97482,                0.97087,                0.86345,                0.58577,                0.43056,                0.82035,              0.0005731,              0.0005731,              0.0005731
                    124,                0.60726,                0.38269,                0.89211,                0.95293,                0.98357,                 0.9719,                 0.8271,                0.70886,                0.44497,                0.84006,             0.00056603,             0.00056603,             0.00056603
                    125,                0.59465,                0.38322,                0.88493,                0.94196,                0.99606,                0.97279,                0.85414,                0.62037,                0.44082,                0.84187,             0.00055895,             0.00055895,             0.00055895
                    126,                 0.5743,                 0.3933,                0.87284,                0.93903,                0.99574,                0.96734,                0.86176,                0.60089,                0.42247,                0.83271,             0.00055188,             0.00055188,             0.00055188
                    127,                0.56771,                0.37666,                0.87831,                0.89165,                0.97967,                 0.9576,                0.83107,                0.68252,                0.44063,                0.82721,             0.00054481,             0.00054481,             0.00054481
                    128,                0.54917,                0.37777,                 0.8715,                0.89717,                0.99162,                0.96011,                0.84099,                0.61064,                0.43405,                0.83397,             0.00053773,             0.00053773,             0.00053773
                    129,                0.57532,                0.39157,                0.87256,                0.88486,                0.99619,                0.96558,                0.85591,                 0.6175,                0.43469,                0.82078,             0.00053066,             0.00053066,             0.00053066
                    130,                   0.54,                0.37164,                0.88044,                0.88717,                 0.9913,                0.96838,                0.84444,                0.58834,                0.43439,                0.81173,             0.00052359,             0.00052359,             0.00052359
                    131,                 0.5298,                0.37358,                0.86814,                0.90974,                0.91095,                0.96179,                0.82588,                0.62805,                0.44089,                0.84359,             0.00051651,             0.00051651,             0.00051651
                    132,                0.54704,                0.37716,                 0.8864,                0.95296,                0.92223,                 0.9664,                0.83467,                0.62264,                0.43727,                0.83514,             0.00050944,             0.00050944,             0.00050944
                    133,                0.55487,                0.39056,                0.88565,                0.89112,                0.99368,                  0.965,                0.81932,                0.67815,                0.45558,                0.85375,             0.00050236,             0.00050236,             0.00050236
                    134,                0.53685,                0.36988,                0.87635,                0.89562,                0.98701,                0.96344,                0.83887,                0.58084,                0.43346,                0.82495,             0.00049529,             0.00049529,             0.00049529
                    135,                0.50721,                0.36448,                 0.8659,                0.90753,                0.98062,                 0.9611,                0.82997,                0.59308,                0.42702,                0.82537,             0.00048822,             0.00048822,             0.00048822
                    136,                0.54331,                0.37936,                0.88813,                0.88101,                0.99294,                0.96071,                0.83204,                0.59867,                0.43198,                0.82777,             0.00048114,             0.00048114,             0.00048114
                    137,                0.53989,                0.37777,                0.87592,                0.95521,                0.98925,                0.97061,                0.85043,                0.58287,                0.43799,                 0.8403,             0.00047407,             0.00047407,             0.00047407
                    138,                0.54751,                0.37703,                0.87872,                0.95512,                0.97748,                0.97317,                0.85824,                0.61849,                0.43248,                0.84263,               0.000467,               0.000467,               0.000467
                    139,                0.53528,                0.36094,                0.87537,                0.94474,                0.97413,                0.97724,                0.85504,                0.58555,                0.40047,                0.82693,             0.00045992,             0.00045992,             0.00045992
                    140,                0.54208,                0.36981,                0.88165,                0.90023,                0.97176,                0.98084,                0.85672,                0.62201,                0.41078,                0.83036,             0.00045285,             0.00045285,             0.00045285
                    141,                0.52252,                0.36113,                0.86464,                0.90406,                0.97198,                0.98147,                0.86636,                0.60722,                0.41265,                0.83218,             0.00044578,             0.00044578,             0.00044578
                    142,                0.52626,                0.36224,                0.87412,                0.90947,                0.98268,                0.96984,                0.83774,                0.66037,                0.43037,                0.83398,              0.0004387,              0.0004387,              0.0004387
                    143,                0.59163,                0.39422,                 0.8773,                0.86714,                0.99028,                0.96078,                0.81961,                0.70819,                0.43482,                0.85216,             0.00043163,             0.00043163,             0.00043163
                    144,                0.55209,                0.36418,                0.87806,                0.89544,                0.98268,                0.96775,                0.84528,                0.60797,                0.41412,                0.82435,             0.00042456,             0.00042456,             0.00042456
                    145,                 0.5181,                0.36073,                0.87125,                0.94707,                0.91982,                0.97055,                0.86181,                0.60358,                0.41999,                0.82623,             0.00041748,             0.00041748,             0.00041748
                    146,                0.52183,                0.36268,                0.86876,                0.94161,                0.92551,                0.97245,                0.85497,                0.61343,                0.41233,                0.83121,             0.00041041,             0.00041041,             0.00041041
                    147,                0.52982,                0.35913,                0.87931,                0.92869,                0.92636,                0.96433,                0.81513,                0.64144,                0.42705,                0.84516,             0.00040334,             0.00040334,             0.00040334
                    148,                0.52972,                0.36025,                  0.879,                0.90353,                0.92166,                0.96754,                0.81277,                0.74748,                0.44867,                0.84127,             0.00039626,             0.00039626,             0.00039626
                    149,                0.52454,                0.35617,                0.87657,                0.91197,                0.90939,                0.96541,                0.84289,                0.60246,                 0.4067,                0.82161,             0.00038919,             0.00038919,             0.00038919
                    150,                0.51388,                0.35348,                0.87748,                0.89303,                0.99042,                0.97056,                0.86266,                0.59885,                0.39863,                0.83452,             0.00038211,             0.00038211,             0.00038211
                    151,                0.53118,                0.35041,                0.88072,                0.89369,                 0.9948,                0.97244,                0.81691,                0.63979,                0.42797,                0.83162,             0.00037504,             0.00037504,             0.00037504
                    152,                0.51011,                0.35367,                0.86928,                0.95943,                0.96377,                0.97891,                0.84776,                0.59874,                0.41243,                0.82464,             0.00036797,             0.00036797,             0.00036797
                    153,                0.51058,                0.35243,                0.86749,                0.90894,                0.99027,                 0.9683,                0.84794,                0.59397,                0.39885,                0.81239,             0.00036089,             0.00036089,             0.00036089
                    154,                0.49118,                 0.3458,                0.86466,                0.90357,                0.98892,                0.96551,                0.85371,                 0.5795,                0.40138,                0.81418,             0.00035382,             0.00035382,             0.00035382
                    155,                0.50191,                0.35069,                0.87793,                0.90139,                0.98501,                0.96445,                0.85784,                0.55529,                0.38577,                0.81214,             0.00034675,             0.00034675,             0.00034675
                    156,                0.50602,                0.34423,                0.85892,                0.95994,                0.98268,                0.97543,                0.86226,                0.55842,                0.39434,                 0.8107,             0.00033967,             0.00033967,             0.00033967
                    157,                0.53604,                0.36141,                0.86648,                 0.9553,                0.97726,                0.98024,                0.87221,                0.56307,                0.38036,                0.81524,              0.0003326,              0.0003326,              0.0003326
                    158,                0.51511,                 0.3442,                0.86531,                0.94988,                0.97627,                0.98181,                0.85941,                0.57248,                0.38596,                0.81361,             0.00032553,             0.00032553,             0.00032553
                    159,                 0.5039,                0.33917,                0.87047,                0.95631,                0.97729,                0.97728,                0.86056,                0.57947,                0.39373,                0.81809,             0.00031845,             0.00031845,             0.00031845
